"bin_midpoints" "counts"
"464" 16.3299043807804 9
"465" 16.3336361872175 5
"466" 16.3373679936545 8
"467" 16.3410998000916 8
"468" 16.3448316065287 5
"469" 16.3485634129657 7
"470" 16.3522952194028 5
"471" 16.3560270258399 4
"472" 16.3597588322769 6
"473" 16.363490638714 8
"474" 16.3672224451511 9
"475" 16.3709542515881 9
"476" 16.3746860580252 8
"477" 16.3784178644623 7
"478" 16.3821496708993 8
"479" 16.3858814773364 4
"480" 16.3896132837735 9
"481" 16.3933450902105 9
"482" 16.3970768966476 7
"483" 16.4008087030847 5
"484" 16.4045405095217 10
"485" 16.4082723159588 9
"486" 16.4120041223959 6
"487" 16.4157359288329 4
"488" 16.41946773527 13
"489" 16.4231995417071 7
"490" 16.4269313481441 10
"491" 16.4306631545812 4
"492" 16.4343949610183 13
"493" 16.4381267674553 6
"494" 16.4418585738924 8
"495" 16.4455903803295 7
"496" 16.4493221867665 4
"497" 16.4530539932036 10
"498" 16.4567857996407 6
"499" 16.4605176060777 3
"500" 16.4642494125148 4
"501" 16.4679812189519 9
"502" 16.4717130253889 9
"503" 16.475444831826 6
"504" 16.4791766382631 5
"505" 16.4829084447001 13
"506" 16.4866402511372 5
"507" 16.4903720575743 11
"508" 16.4941038640113 5
"509" 16.4978356704484 10
"510" 16.5015674768855 6
"511" 16.5052992833225 10
"512" 16.5090310897596 5
"513" 16.5127628961967 4
"514" 16.5164947026337 8
"515" 16.5202265090708 4
"516" 16.5239583155079 3
"517" 16.5276901219449 8
"518" 16.531421928382 9
"519" 16.5351537348191 6
"520" 16.5388855412561 4
"521" 16.5426173476932 5
"522" 16.5463491541303 5
"523" 16.5500809605673 6
"524" 16.5538127670044 6
"525" 16.5575445734415 5
"526" 16.5612763798785 5
"527" 16.5650081863156 5
"528" 16.5687399927527 7
"529" 16.5724717991897 5
"530" 16.5762036056268 5
"531" 16.5799354120639 5
"532" 16.5836672185009 8
"533" 16.587399024938 4
"534" 16.5911308313751 8
"535" 16.5948626378121 6
"536" 16.5985944442492 5
"537" 16.6023262506863 7
"538" 16.6060580571233 7
"539" 16.6097898635604 11
"540" 16.6135216699975 6
"541" 16.6172534764345 3
"542" 16.6209852828716 1
"543" 16.6247170893087 10
"544" 16.6284488957457 8
"545" 16.6321807021828 6
"546" 16.6359125086199 4
"547" 16.6396443150569 9
"548" 16.643376121494 8
"549" 16.6471079279311 5
"550" 16.6508397343681 7
"551" 16.6545715408052 6
"552" 16.6583033472423 11
"553" 16.6620351536793 4
"554" 16.6657669601164 6
"555" 16.6694987665535 7
"556" 16.6732305729905 7
"557" 16.6769623794276 7
"558" 16.6806941858647 4
"559" 16.6844259923017 10
"560" 16.6881577987388 9
"561" 16.6918896051759 8
"562" 16.6956214116129 12
